"","SAMPLE_ID","SumOfLength.cm.","SumOfProjArea.cm2.","SumOfSurfArea.cm2.","SumOfAvgDiam.mm.","SumOfRootVolume.cm3.","STEM","COTS_TOTAL","LEAF_TOTAL","LEAVES_TOTAL","Total.Of.PROJ_AREA_AG","LEAF","TRANSP_DATE","GERM_ID","COLOR","TLD","HD","H_num","HT","L_num","C_num","PWF","L.SFW","CWS","CWD","LWS","LWD","SWS","SWD","RWF","RWD","LWF_A","LWS_A","LWD_A","LWF_B","LWS_B","LWD_B","BWF_A","BWS_A","BWD_A","SWF_A","SWD_A","NOTES","AVG_SEED_WEIGHT","SPECIES","LOCATION_CODE","POP_CODE","SAMPLE_NUM","LETTER","COLOR","POP_ID","SLA","SRL","RMR","RALAR"
"108","HECO_UTC_KRRS_4_H1_G",54.3391,2.1464,6.743,0.395,0.067,NA,NA,NA,1.2642,1.2642,NA,"7/31/18","D7","G",NA,"8/10/18",1,8.9,3,NA,0.0476,0.0119,NA,NA,0.0097,0.0035,0.0015,8e-04,0.0318,0.0056,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","4","H1","G","HECO_UTC_KRRS",361.2,97.0341071428572,0.615384615384615,0.629332082331555
"109","HECO_UTC_KRRS_4_H1_O",63.3188,2.4877,7.8155,0.3929,0.077,NA,NA,NA,1.3602,1.3602,NA,"7/31/18","D10","O",NA,"8/10/18",1,10.3,2,NA,0.0578,0.0147,NA,NA,0.0111,0.0032,0.0022,3e-04,0.0324,0.0053,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","4","H1","O","HECO_UTC_KRRS",425.0625,119.469433962264,0.623529411764706,0.646508485147743
"110","HECO_UTC_KRRS_5_H4_G",4402.2873,137.7545,432.7686,0.6264,3.387,NA,NA,2.9,NA,2.9,NA,"8/2/18","A7","G",NA,"10/31/18",4,33,65,NA,6.2177,2.736,NA,NA,2.736,0.7537,NA,NA,2.814,0.3255,0.033,0.0315,0.0086,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","5","H4","G","HECO_UTC_KRRS",337.209302325581,135.246921658986,0.299227799227799,NA
"111","HECO_UTC_KRRS_6_H2_G",71.2257,2.3664,7.4343,0.3322,0.062,NA,NA,NA,1.0169,1.0169,NA,"8/2/18","C11","G",NA,"8/25/18",2,8.2,3,NA,0.0415,0.0104,NA,NA,0.0099,0.0029,NA,NA,0.0254,0.0024,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","6","H2","G","HECO_UTC_KRRS",350.655172413793,296.77375,0.452830188679245,0.699435462418349
"112","HECO_UTC_KRRS_7_H3_G",290.3665,10.4687,32.8883,0.3605,0.296,NA,NA,NA,9.1292,9.1292,NA,"8/2/18","D3","G",NA,"9/13/18",3,24.6,6,NA,0.2664,0.1258,NA,NA,0.1116,0.0396,NA,NA,0.1218,0.0228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","7","H3","G","HECO_UTC_KRRS",230.535353535354,127.353728070175,0.365384615384615,0.534174579929482
"113","HECO_UTC_KRRS_10_H4_G",3877.0805,138.8834,436.315,0.3582,3.907,NA,NA,79.6635,NA,79.6635,79.6635,"8/2/18","D2","G",NA,"10/26/18",4,31.5,46,NA,6.0125,2.1104,NA,NA,2.1104,0.6868,NA,NA,2.9577,0.4379,0.0613,0.0623,0.0192,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","10","H4","G","HECO_UTC_KRRS",NA,88.5380337976707,0.382813182970539,NA
"114","HECO_UTC_KRRS_13_H2_G",128.3087,5.5026,17.2869,0.4289,0.185,NA,NA,NA,9.6045,9.6045,NA,"8/18/18","F11","G",NA,"9/12/18",2,22.9,7,NA,0.237,0.1353,NA,NA,0.0993,0.0289,NA,NA,0.0944,0.0091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","13","H2","G","HECO_UTC_KRRS",332.335640138408,140.998571428571,0.239473684210526,0.364239331175408
"115","HECO_UTC_KRRS_13_H2_O",92.0702,4.1043,12.894,0.4458,0.144,NA,NA,NA,6.0072,6.0072,NA,"8/18/18","F12","O",NA,"9/12/18",2,20.9,4,NA,0.1574,0.0886,NA,NA,0.0626,0.016,0.0051,5e-04,0.0615,0.0069,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","13","H2","O","HECO_UTC_KRRS",375.45,133.435072463768,0.301310043668122,0.405904168520991
"116","HECO_UTC_KRRS_14_H4_G",819.1477,19.9349,62.6273,0.2434,0.381,NA,NA,60.1927,NA,60.1927,60.1927,"8/18/18","F2","G",NA,"11/15/18",4,19.5,10,NA,NA,0.161,NA,NA,0.1212,0.053,NA,NA,0.3736,0.0617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","14","H4","G","HECO_UTC_KRRS",NA,132.762998379254,0.53792502179599,NA
"117","HECO_UTC_KRRS_14_H4_O",5555.0645,156.4139,491.3887,0.8574,3.466,NA,NA,NA,130.1128,130.1128,NA,"8/18/18","F9","O",NA,"11/15/18",4,28.2,29,NA,NA,0.7217,NA,NA,1.1205,0.3082,NA,NA,3.531,0.4966,0.023,0.0238,0.0104,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","KRRS","14","H4","O","HECO_UTC_KRRS",422.170019467878,111.861951268627,0.609175662414132,0.545896420822213
"118","HECO_UTC_TMR_1_H1_G",17.1046,0.5367,1.6861,0.3138,0.013,NA,NA,NA,0.6197,0.6197,NA,"8/18/18","A5","G",NA,"8/29/18",1,7.1,2,NA,0.0145,0.0067,NA,NA,0.0035,9e-04,0.0017,4e-04,0.0057,7e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","TMR","1","H1","G","HECO_UTC_TMR",688.555555555556,244.351428571429,0.4375,0.464112763749568
"119","HECO_UTC_TMR_1_H1_O",40.5511,1.3351,4.1944,0.3292,0.035,NA,NA,NA,0.6416,0.6416,NA,"8/18/18","A11","O",NA,"8/26/18",1,6.2,2,NA,0.0222,0.0103,NA,NA,0.0063,0.0019,0.0033,4e-04,0.0121,0.0019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","TMR","1","H1","O","HECO_UTC_TMR",337.684210526316,213.426842105263,0.5,0.675418627004604
"120","HECO_UTC_TMR_2_H2_G",75.9106,3.1803,9.9912,0.419,0.105,NA,NA,NA,3.6903,3.6903,NA,"8/18/18","B11","G",NA,"9/12/18",2,14.1,5,NA,0.1098,0.0629,NA,NA,0.051,0.0149,NA,NA,0.0433,0.0059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","TMR","2","H2","G","HECO_UTC_TMR",247.671140939597,128.662033898305,0.283653846153846,0.462885337525107
"121","HECO_UTC_TMR_2_H2_O",93.5213,4.3272,13.5942,0.4627,0.157,NA,NA,NA,3.8532,3.8532,NA,"8/18/18","B7","O",NA,"9/12/18",2,18.1,4,NA,0.1205,0.0535,NA,NA,0.0539,0.0133,NA,NA,0.0511,0.0072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","TMR","2","H2","O","HECO_UTC_TMR",289.714285714286,129.890694444444,0.351219512195122,0.528971688425994
"122","HECO_UTC_TMR_6_H2_G",153.0413,4.6896,14.7329,0.3064,0.113,NA,NA,NA,2.0219,2.0219,NA,"8/25/18","A2","G",NA,"9/19/18",2,13.5,3,NA,0.0761,0.0305,NA,NA,0.0224,0.0066,0.0095,0.001,0.0357,0.0068,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","TMR","6","H2","G","HECO_UTC_TMR",306.348484848485,225.060735294118,0.507462686567164,0.698740966996946
"123","HECO_UTC_TMR_6_H2_O",108.693,4.021,12.6324,0.3699,0.117,NA,NA,NA,1.4615,1.4615,NA,"8/25/18","A10","O",NA,"9/19/18",2,10.1,3,NA,0.0759,0.0234,NA,NA,0.0157,0.0072,0.0041,0.0016,0.0331,0.0058,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","TMR","6","H2","O","HECO_UTC_TMR",202.986111111111,187.401724137931,0.446153846153846,0.733424532603739
"124","HECO_UTC_TMR_7_H4_O",1113.7139,37.4677,117.7083,0.3364,0.99,NA,NA,49.0211,NA,49.0211,NA,"8/31/18","A8","O",NA,"11/21/18",4,24.5,23,NA,NA,1.3222,NA,NA,0.568,0.303,NA,NA,0.8553,0.0978,0.0556,0.0547,0.014,0.0216,0.0215,0.0057,NA,NA,NA,NA,NA,"A - big, B - small",NA,"HECO","UTC","TMR","7","H4","O","HECO_UTC_TMR",NA,113.876676891616,0.232580261593341,NA
"125","HECO_UTC_TMR_8_H1_G",23.744,0.9023,2.8345,0.38,0.027,NA,NA,NA,1.0478,1.0478,NA,"9/21/18","E5","G",NA,"10/2/18",1,8.4,3,NA,0.0315,0.0153,NA,NA,0.009,0.0026,0.0052,8e-04,0.0052,0.0011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","TMR","8","H1","G","HECO_UTC_TMR",403,215.854545454545,0.297297297297297,0.462694220809189
"126","HECO_UTC_TMR_8_H1_O",22.8324,1.058,3.3239,0.4634,0.039,NA,NA,NA,1.0051,1.0051,NA,"9/21/18","F11","O",NA,"10/2/18",1,7.4,2,NA,0.0369,0.0147,NA,NA,0.0091,0.0022,0.006,9e-04,0.0082,0.0016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","TMR","8","H1","O","HECO_UTC_TMR",456.863636363636,142.7025,0.421052631578947,0.512820512820513
"127","HECO_UTC_TMR_9_H3_G",140.4822,3.8144,11.9833,0.2715,0.081,NA,NA,NA,4.5006,4.5006,NA,"9/21/18","H7","G",NA,"11/5/18",3,12,5,NA,0.1061,0.0707,NA,NA,0.0482,0.018,0.01,8e-04,0.0379,0.0062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","TMR","9","H3","G","HECO_UTC_TMR",250.033333333333,226.584193548387,0.256198347107438,0.458737221888154
"128","HECO_UTC_TMR_12_H4_G",4575.3081,129.5336,406.9418,0.8399,2.912,NA,NA,80.3557,NA,80.3557,NA,"9/25/18","E12","G",NA,"12/18/18",4,34.2,35,NA,NA,2.298,NA,NA,NA,0.4491,NA,0.148,1.5459,0.2031,0.0809,0.076,0.0231,0.0257,0.024,0.0068,NA,NA,NA,NA,NA,"A - big, B - small",NA,"HECO","UTC","TMR","12","H4","G","HECO_UTC_TMR",NA,225.273663220089,0.297756927136783,NA
"129","HECO_UTC_TMR_13_H4_G",2326.4523,70.398,221.1617,0.5253,1.718,NA,NA,90.2251,NA,90.2251,NA,"9/25/18","F10","G",NA,"12/14/18",4,30,37,NA,NA,2.3444,NA,NA,NA,0.5403,NA,NA,1.554,0.1972,0.1797,0.1455,0.0401,0.0393,0.0406,0.0094,NA,NA,NA,NA,NA,"Slightly early H4 (4 days); A - big, B - small",NA,"HECO","UTC","TMR","13","H4","G","HECO_UTC_TMR",1822.72929292929,117.974254563895,0.250571791613723,NA
"130","HECO_UTC_TMR_14_H3_G",133.4599,4.2763,13.4343,0.3204,0.108,NA,NA,6.9868,5.7757,12.7625,6.9868,"9/25/18","G1","G",NA,"11/6/18",3,13.8,8,NA,0.1665,0.0879,NA,NA,0.0962,0.0182,0.0059,8e-04,0.0611,0.0076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","TMR","14","H3","G","HECO_UTC_TMR",NA,175.605131578947,0.294573643410853,0.2509742470127
"131","HECO_UTC_TMR_16_H3_G",257.5315,8.4928,26.681,0.3298,0.22,NA,NA,NA,5.6817,5.6817,NA,"9/25/18","G3","G",NA,"11/6/18",3,19,5,NA,0.2358,0.1158,NA,NA,0.1101,0.0287,NA,NA,0.108,0.0111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTC","TMR","16","H3","G","HECO_UTC_TMR",197.968641114983,232.01036036036,0.278894472361809,0.599160464213905
"132","HECO_UTEC_GRC_1_H1_O",38.3194,1.5395,4.8363,0.4017,0.049,NA,NA,NA,1.8307,1.8307,NA,"8/18/18","A8","O",NA,"8/28/18",1,11.8,2,NA,0.0644,0.0287,NA,NA,0.0141,0.0045,0.0062,0.0014,0.0126,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extra roots fresh = 0.0042, extra roots dry = 0.0005",NA,"HECO","UTEC","GRC","1","H1","O","HECO_UTEC_GRC",406.822222222222,191.597,0.307692307692308,0.456797816153344
"133","HECO_UTEC_GRC_1_H1_G",34.7375,1.5582,4.8953,0.4486,0.055,NA,NA,NA,1.9128,1.9128,NA,"8/18/18","A6","G",NA,"8/28/18",1,10.6,2,NA,0.0519,0.0274,NA,NA,0.014,0.0045,0.0047,NA,0.014,0.0021,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTEC","GRC","1","H1","G","HECO_UTEC_GRC",425.066666666667,165.416666666667,0.318181818181818,0.448919619706137
"134","HECO_UTEC_GRC_2_H2_O",107.6424,4.7222,14.8352,0.4387,0.163,NA,NA,NA,6.7827,6.7827,NA,"8/18/18","B4","O",NA,"9/12/18",2,26,4,NA,0.1755,0.1038,NA,NA,0.0913,0.0257,NA,NA,0.0707,0.0104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTEC","GRC","2","H2","O","HECO_UTEC_GRC",263.918287937743,103.502307692308,0.28808864265928,0.410451199054316
"135","HECO_UTEC_GRC_2_H2_G",112.0188,4.8846,15.3454,0.4361,0.167,NA,NA,NA,6.5752,6.5752,NA,"8/18/18","A9","G",NA,"9/11/18",2,24,4,NA,0.1992,0.0976,NA,NA,0.1077,0.0237,NA,NA,0.0608,0.0066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTEC","GRC","2","H2","G","HECO_UTEC_GRC",277.434599156118,169.725454545455,0.217821782178218,0.426237805197298
"136","HECO_UTEC_GRC_3_H3_G",410.5795,17.7971,55.9112,0.4335,0.606,NA,NA,NA,22.6608,22.6608,NA,"8/18/18","C2","G",NA,"9/29/18",3,29.3,12,NA,0.694,0.409,NA,NA,0.308,0.1004,0.0301,0.001,0.2785,0.0365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"extra roots fresh = 0.0408, extra roots dry = 0.0029",NA,"HECO","UTEC","GRC","3","H3","G","HECO_UTEC_GRC",225.705179282868,112.487534246575,0.266617969320672,0.439891838182407
"137","HECO_UTEC_GRC_3_H3_O",302.1771,12.4021,38.9624,0.4104,0.4,NA,NA,NA,15.2339,15.2339,NA,"8/18/18","C4","O",NA,"9/28/18",3,23.2,11,NA,0.454,0.2511,NA,NA,0.2016,0.0656,0.0199,9e-04,0.1876,0.0275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTEC","GRC","3","H3","O","HECO_UTEC_GRC",232.224085365854,109.882581818182,0.295381310418904,0.448766102185555
"138","HECO_UTEC_GRC_4_H4_O",8432.1272,219.2084,688.6636,1.0359,4.806,NA,NA,88.534,NA,88.534,NA,"8/18/18","D9","O",NA,"11/17/18",4,29.5,61,NA,NA,3.794,NA,NA,1.9062,0.831,0.6953,0.176,3.6411,0.4929,0.0711,0.0729,0.027,0.0335,0.0324,0.0115,NA,NA,NA,NA,NA,"stump fresh = 0.3544, stump dry = 0.0861; A - big, B - small",NA,"HECO","UTEC","GRC","4","H4","O","HECO_UTEC_GRC",NA,171.071763035098,0.361788021139166,NA
"139","HECO_UTEC_GRC_5_H4_O",NA,NA,NA,NA,NA,NA,NA,27.4754,NA,27.4754,NA,"8/31/18","A12 or C1","O",NA,"11/21/18",4,22,16,NA,NA,0.4053,NA,NA,0.3249,0.1216,NA,NA,0.305,0.0431,0.0331,0.0336,0.0111,0.0112,0.0113,0.0026,NA,NA,NA,NA,NA,"A - big, B - small",NA,"HECO","UTEC","GRC","5","H4","O","HECO_UTEC_GRC",NA,NA,0.241591928251121,NA
"140","HECO_UTEC_GRC_6_H1_G",24.465,1.0396,3.266,0.4249,0.035,NA,NA,NA,1.1775,1.1775,NA,"9/21/18","A10","G",NA,"10/2/18",1,7.5,2,NA,0.0352,0.0139,NA,NA,0.0099,0.0026,0.004,NA,0.0124,0.0019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTEC","GRC","6","H1","G","HECO_UTEC_GRC",452.884615384615,128.763157894737,0.422222222222222,0.46890081638176
"141","HECO_UTEC_GRC_6_H1_O",25.0684,1.08,3.3929,0.4308,0.037,NA,NA,NA,0.9625,0.9625,NA,"9/21/18","D8","O",NA,"10/2/18",1,8.1,2,NA,0.0346,0.0141,NA,NA,0.012,0.0022,0.0034,NA,0.0138,0.0017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTEC","GRC","6","H1","O","HECO_UTEC_GRC",437.5,147.461176470588,0.435897435897436,0.528763769889841
"142","HECO_UTEC_GRC_9_H2_G",113.0715,3.6897,11.5916,0.3263,0.095,NA,NA,NA,1.7926,1.7926,NA,"9/25/18","A9","G",NA,"10/19/18",2,7.9,3,NA,0.0737,0.0242,NA,NA,0.0194,0.0061,0.0029,8e-04,0.0359,0.0054,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTEC","GRC","9","H2","G","HECO_UTEC_GRC",293.868852459016,209.391666666667,0.469565217391304,0.673020447622348
"143","HECO_UTEC_GRC_10_H3_G",104.5276,3.3972,10.6725,0.325,0.087,NA,NA,NA,4.6303,4.6303,NA,"9/25/18","D9","G",NA,"11/6/18",3,14.9,4,NA,0.0905,0.0506,NA,NA,0.0511,0.0118,NA,NA,0.0363,0.0042,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTEC","GRC","10","H3","G","HECO_UTEC_GRC",392.398305084746,248.875238095238,0.2625,0.423195266272189
"144","HECO_UTEC_GRC_13_H2_G",22.3076,0.7593,2.3855,0.3404,0.02,NA,NA,NA,1.0488,1.0488,NA,"9/25/18","D4","G",NA,"10/19/18",2,6.1,3,NA,0.0252,0.0134,NA,NA,0.0081,0.0027,0.0014,4e-04,0.0061,6e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTEC","GRC","13","H2","G","HECO_UTEC_GRC",388.444444444444,371.793333333333,0.181818181818182,0.419943587190974
"145","HECO_UTEC_GRC_14_H4_G",2457.7375,118.7352,373.0177,0.9334,4.605,NA,NA,74.9576,NA,74.9576,NA,"9/25/18","D6","G",NA,"12/17/18",4,29.9,35,NA,3.2528,1.577,NA,NA,1.06,0.3895,0.2519,0.0571,1.2763,0.1513,0.0544,0.0525,0.0161,0.019,0.0191,0.0055,NA,NA,NA,NA,NA,"stump fresh = 0.0529, stump dry = 0.0143; A - big, B - small",NA,"HECO","UTEC","GRC","14","H4","G","HECO_UTEC_GRC",NA,162.441341705221,0.26902560455192,NA
"146","HECO_UTSW_SPR_1_H1_O",43.4283,1.7387,5.4623,0.4004,0.055,NA,NA,NA,2.0133,2.0133,NA,"7/31/18","B7","O",NA,"8/10/18",1,12,3,NA,0.585,0.0191,NA,NA,0.0148,0.0049,0.0036,0.0011,0.0304,0.0051,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTSW","SPR","1","H1","O","HECO_UTSW_SPR",410.877551020408,85.1535294117647,0.51,0.46340618336887
"147","HECO_UTSW_SPR_1_H1_G",53.0225,2.2743,7.1448,0.4289,0.077,NA,NA,NA,1.6615,1.6615,NA,"7/31/18","A8","G",NA,"8/10/18",1,11.1,2,NA,0.0634,0.0187,NA,NA,0.0174,0.0051,0.0016,8e-04,0.0213,0.0033,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTSW","SPR","1","H1","G","HECO_UTSW_SPR",325.78431372549,160.674242424242,0.392857142857143,0.577849484221759
"148","HECO_UTSW_SPR_2_H2_G",176.7765,6.8681,21.5767,0.7771,0.21,NA,NA,NA,1.9288,1.9288,NA,"7/31/18","A3","G",NA,"8/24/18",2,10.2,3,NA,0.0617,0.0211,NA,NA,0.0152,0.0051,0.0047,8e-04,0.0368,0.005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No seed attached to plant",NA,"HECO","UTSW","SPR","2","H2","G","HECO_UTSW_SPR",378.196078431373,353.553,0.495049504950495,0.780740942832134
"149","HECO_UTSW_SPR_2_H2_O",81.0704,2.9233,9.1837,0.3606,0.083,NA,NA,NA,1.1069,1.1069,NA,"7/31/18","C1","O",NA,"8/24/18",2,6.9,3,NA,0.0525,0.0125,NA,NA,0.0095,0.0027,0.0028,6e-04,0.0302,0.0039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTSW","SPR","2","H2","O","HECO_UTSW_SPR",409.962962962963,207.872820512821,0.590909090909091,0.725348617934594
"150","HECO_UTSW_SPR_3_H3_G",208.1891,7.8833,24.766,0.3787,0.234,NA,NA,NA,9.6171,9.6171,NA,"7/31/18","C3","G",NA,"9/11/18",3,16.5,5,NA,0.3051,0.1613,NA,NA,0.1328,0.1563,0.0232,NA,0.1116,0.0152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTSW","SPR","3","H3","G","HECO_UTSW_SPR",61.5297504798465,136.966513157895,0.0886297376093294,0.450463989394528
"151","HECO_UTSW_SPR_3_H3_O",336.8373,12.0557,37.8741,0.3579,0.339,NA,NA,NA,10.7426,10.7426,NA,"7/31/18","C11","O",NA,"9/12/18",3,14.5,5,NA,1.3738,0.1599,NA,NA,0.0354,0.0385,NA,NA,0.1636,0.0183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTSW","SPR","3","H3","O","HECO_UTSW_SPR",279.028571428571,184.064098360656,0.322183098591549,0.528798199865779
"152","HECO_UTSW_SPR_4_H4_G",1816.4431,74.6075,234.3863,0.4107,2.407,NA,NA,3.1084,NA,3.1084,3.1084,"7/31/18","D12","G",NA,"10/24/18",4,27,42,NA,3.6594,1.3684,NA,NA,1.3684,0.3926,NA,NA,2.0749,0.3121,0.0448,0.0399,0.0145,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTSW","SPR","4","H4","G","HECO_UTSW_SPR",214.372413793103,58.2006760653637,0.433954393770857,NA
"153","HECO_UTSW_SPR_6_H3_O",145.069,5.9304,18.6309,0.4088,0.19,NA,NA,NA,7.9985,7.9985,NA,"8/7/18","B3","O",NA,"9/18/18",3,18.1,8,NA,0.214,0.1023,NA,NA,0.115,0.0301,NA,NA,0.0949,0.0165,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTSW","SPR","6","H3","O","HECO_UTSW_SPR",265.730897009967,87.920606060606,0.354077253218884,0.425762264069668
"154","HECO_UTSW_SPR_8_H1_O",12.6361,0.5225,1.6415,0.4135,0.017,NA,NA,NA,1.0619,1.0619,NA,"8/18/18","E7","O",NA,"8/29/18",1,8.5,2,NA,0.0301,0.0161,NA,NA,0.0108,0.0028,0.0031,0.0011,0.0067,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTSW","SPR","8","H1","O","HECO_UTSW_SPR",379.25,140.401111111111,0.243243243243243,0.329777833880333
"155","HECO_UTSW_SPR_8_H1_G",5.0916,0.3474,1.0915,0.6824,0.019,NA,NA,NA,0.9181,0.9181,NA,"8/18/18","E6","G",NA,"8/29/18",1,7.1,2,NA,0.0294,0.0108,NA,NA,0.0065,0.0021,0.0016,NA,0.0066,9e-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTSW","SPR","8","H1","G","HECO_UTSW_SPR",437.190476190476,56.5733333333333,0.3,0.274516001580403
"156","HECO_UTSW_SPR_9_H2_G",140.7117,5.5408,17.4068,0.3938,0.171,NA,NA,NA,3.5986,3.5986,NA,"8/18/18","E10","G",NA,"9/12/18",2,15,5,NA,0.1296,0.0582,NA,NA,0.0483,0.014,0.0048,NA,0.0712,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTSW","SPR","9","H2","G","HECO_UTSW_SPR",257.042857142857,140.7117,0.416666666666667,0.606254239884456
"157","HECO_UTSW_SPR_9_H2_O",115.0345,5.1004,16.0233,0.4434,0.178,NA,NA,NA,4.6347,4.6347,NA,"8/18/18","F1","O",NA,"9/12/18",2,10.7,6,NA,0.1704,0.0527,NA,NA,0.0498,0.0135,NA,NA,0.0877,0.0146,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,"HECO","UTSW","SPR","9","H2","O","HECO_UTSW_SPR",343.311111111111,78.7907534246575,0.519572953736655,0.523918603815061
"158","HECO_UTSW_SPR_11_H4_G",1221.1288,37.9245,119.1432,0.3106,0.925,NA,NA,2.9557,NA,2.9557,NA,"9/28/18","H2","G",NA,"12/20/18",4,22.5,52,NA,NA,1.2665,NA,NA,NA,0.301,NA,0.0605,0.631,0.0979,0.0252,0.024,0.008,0.0132,0.0145,0.004,NA,NA,NA,NA,NA,"A - big, B - small",NA,"HECO","UTSW","SPR","11","H4","G","HECO_UTSW_SPR",246.308333333333,124.732257405516,0.238257483572645,NA
"159","HECO_UTSW_SPR_13_H4_G",649.8074,14.5871,45.8266,0.2245,0.257,NA,NA,3.1982,NA,3.1982,NA,"9/28/18","H9","G",NA,"12/21/18",4,22,26,NA,NA,0.6574,NA,NA,0.3903,0.1443,0.1415,0.0315,0.1614,0.0307,0.0339,0.0322,0.0112,0.011,0.0115,0.0032,NA,NA,NA,NA,NA,"A - big, B - small",NA,"HECO","UTSW","SPR","13","H4","G","HECO_UTSW_SPR",222.097222222222,211.663648208469,0.162090813093981,NA
"160","HEVI_AZNC_KV_1_H1_O",1.3165,0.0386,0.1214,0.2935,0.001,0.0341,0.1399,NA,NA,0.174,NA,"7/10/17","","O","","7/21/17",1,1.3,NA,2,0.0042,0.0014,0.0029,7e-04,NA,NA,0.0014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","1","H1","O","HEVI_AZNC_KV",NA,NA,NA,0.181561618062088
"161","HEVI_AZNC_KV_3_H2_G",10.0069,0.192,0.6033,0.1919,0.003,0.0577,0.5271,NA,0.188,0.7728,NA,"6/30/17","D11","G","7/12/17","7/24/17",2,2,2,2,0.0134,0.0079,0.0033,8e-04,0.0035,1e-04,0.0017,NA,0.0034,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000605,"HEVI","AZNC","KV","3","H2","G","HEVI_AZNC_KV",1880,NA,NA,0.199004975124378
